title,home,keywords,publisher,country,classification,subjects
Cleaner Engineering and Technology,https://www.journals.elsevier.com/cleaner-engineering-and-technology/,"sustainability, waste elimination, circular economy, energy use and consumption",Elsevier,United Kingdom,TJ807-830|TA170-171,Technology: Mechanical engineering and machinery: Renewable energy sources | Technology: Engineering (General). Civil engineering (General): Environmental engineering
Cleaner Environmental Systems,https://www.journals.elsevier.com/cleaner-environmental-systems/,"sustainibility, life cycle assessment, sustainable energy systems, carbon footprint",Elsevier,United Kingdom,TD194-195,Technology: Environmental technology. Sanitary engineering: Environmental effects of industries and plants
Cleaner Materials,https://www.journals.elsevier.com/cleaner-materials,"waste recycling, sustainable materials, low-emission materials, low-noise materials, living materials, bio-based materials",Elsevier,United Kingdom,TA401-492,Technology: Electrical engineering. Electronics. Nuclear engineering: Materials of engineering and construction. Mechanics of materials
Cleaner Production Letters,https://www.journals.elsevier.com/cleaner-production-letters,"circular supply chains, sustainability, green manufacturing, life cycle thinking, carbon neutralization, environmental systems engineering",Elsevier,United Kingdom,TA170-171|TD1-1066,Technology: Engineering (General). Civil engineering (General): Environmental engineering | Technology: Environmental technology. Sanitary engineering
CLEI Electronic Journal,http://www.clei.org/cleiej/,computer science,Centro Latinoamericano de Estudios en Informática,Chile,QA75.5-76.95,Science: Mathematics: Instruments and machines: Electronic computers. Computer science
CLELEjournal,http://clelejournal.org/category/current-issue/,"children's literature, english language teaching, language education, intercultural competence, critical literacy, young adult literature",CLELEjournal,Norway,PR1-9680|L,Language and Literature: English literature | Education
Climate,http://www.mdpi.com/journal/climate,"global climate, regional climate, climate- chemistry interactions, aerosol-cloud-radiation-climate-precipitation feedbacks, climate policies and strategies, urban vulnerability to adverse climate change",MDPI AG,Switzerland,Q,Science
Climate Change Ecology,https://www.journals.elsevier.com/climate-change-ecology,"ecophysiology, phenology, spatial ecology, climate change, community ecology",Elsevier,United States,QH540-549.5,Science: Biology (General): Ecology
Climate of the Past,https://www.climate-of-the-past.net/index.html,"dynamics in ocean, atmosphere, vegetation, carbon cycle, greenhouse gases, climate modelling",Copernicus Publications,Germany,TD172-193.5|TD169-171.8|GE1-350,Technology: Environmental technology. Sanitary engineering: Environmental pollution | Technology: Environmental technology. Sanitary engineering: Environmental protection | Geography. Anthropology. Recreation: Environmental sciences
Climate Resilience and Sustainability,https://rmets.onlinelibrary.wiley.com/journal/26924587,"climate change, climate management, sustainable development, climate policy, climate vulnerability, climate change mitigation",Wiley,United Kingdom,QC851-999,Science: Physics: Meteorology. Climatology
Climate Risk Management,http://www.journals.elsevier.com/climate-risk-management/,"climatology, meteorology, strategy and strategic management, environmental sciences",Elsevier,Netherlands,QC851-999,Science: Physics: Meteorology. Climatology
Climate Services,https://www.journals.elsevier.com/climate-services/,"climate modelling, climate impact modelling, vulnerability and risk assessment, development of adaptation and mitigation strategies, use of climate services for adaptation",Elsevier,Netherlands,QC851-999|H1-99,Science: Physics: Meteorology. Climatology | Social Sciences: Social sciences (General)
Clinical & Translational Immunology,https://onlinelibrary.wiley.com/journal/20500068,"human immunology, human diseases, immunotherapy, autoimmunity",Wiley,Australia,RC581-607,Medicine: Internal medicine: Specialties of internal medicine: Immunologic diseases. Allergy
Clinical and Applied Thrombosis/Hemostasis,https://journals.sagepub.com/home/cat,"thrombosis, vascular disorders, haemostasis, thrombohaemorrhagic disorders, blood clotting disorders",SAGE Publishing,United States,RC666-701,Medicine: Internal medicine: Specialties of internal medicine: Diseases of the circulatory (Cardiovascular) system
Clinical and Developmental Immunology,https://www.hindawi.com/journals/jir/,"developmental immunology, clinical immunologic studies",Hindawi Limited,United Kingdom,RC581-607,Medicine: Internal medicine: Specialties of internal medicine: Immunologic diseases. Allergy
Clinical and Experimental Dental Research,http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)2057-4347/,"dental research, dentistry, oral health, jaw, mouth, stomatognathic system",Wiley,United States,RK1-715,Medicine: Dentistry
Clinical and Experimental Gastroenterology,https://www.dovepress.com/clinical-and-experimental-gastroenterology-journal,"gastroenterology, gastrointestinal disease, alimentary tract, liver, pancreas, gall bladder",Dove Medical Press,United Kingdom,RC799-869,Medicine: Internal medicine: Specialties of internal medicine: Diseases of the digestive system. Gastroenterology
Clinical and Experimental Obstetrics & Gynecology,https://www.imrpress.com/journal/CEOG,"obstetrics, gynecology, prenatal diagnosis, maternal-fetal medicine, perinatology",IMR Press,Hong Kong,RG1-991,Medicine: Gynecology and obstetrics
Clinical and Experimental Ocular Trauma and Infection,https://dergipark.org.tr/ceoti,"ocular trauma, ocular infection, experimental ophthalmology",Clinical and Experimental Ocular Trauma and Infection,Turkey,RE1-994,Medicine: Ophthalmology
Clinical and Experimental Otorhinolaryngology,https://www.e-ceo.org/,"otorhinolaryngologic diseases, head/surgery, neck/surgery, otolaryngology",Korean Society of Otorhinolaryngology-Head and Neck Surgery,"Korea, Republic of",R|RF1-547,Medicine: Otorhinolaryngology
Clinical and Experimental Pediatrics,http://www.e-cep.org,pediatrics,The Korean Pediatric Society,"Korea, Republic of",RJ1-570,Medicine: Pediatrics
Clinical and Experimental Vaccine Research,https://www.ecevr.org/index.php?body=about,"vaccination, vaccines",Seoul : Korean Vaccine Society,"Korea, Republic of",R,Medicine
Clinical and Molecular Allergy,https://clinicalmolecularallergy.biomedcentral.com,"allergic diseases, molecular allergy, allergens",BMC,United Kingdom,RC581-607,Medicine: Internal medicine: Specialties of internal medicine: Immunologic diseases. Allergy
Clinical and Molecular Hepatology,http://www.e-cmh.org,"biliary tract diseases, liver diseases",Korean Association for the Study of the Liver,"Korea, Republic of",RC799-869,Medicine: Internal medicine: Specialties of internal medicine: Diseases of the digestive system. Gastroenterology
Clinical and Translational Allergy,https://onlinelibrary.wiley.com/journal/20457022,"allergy, asthma, hypersensitivity",Wiley,United Kingdom,RC581-607,Medicine: Internal medicine: Specialties of internal medicine: Immunologic diseases. Allergy
Clinical and Translational Discovery,https://onlinelibrary.wiley.com/journal/27680622,"gene therapy, transcriptional networks, translational medicine, diagnosis",Wiley,Australia,RM1-950,Medicine: Therapeutics. Pharmacology
Clinical and Translational Gastroenterology,http://www.clintranslgastro.com,"gastroenterology, hepatology, novel pharmacotherapies, pre-clinical studies",Wolters Kluwer,United States,RC799-869,Medicine: Internal medicine: Specialties of internal medicine: Diseases of the digestive system. Gastroenterology
Clinical and Translational Medicine,https://onlinelibrary.wiley.com/journal/20011326,"disease-specific biomarkers, omics science, bioinformatics, applied immunology, molecular medicine",Wiley,Australia,R5-920,Medicine: Medicine (General)
Clinical and Translational Neuroscience,https://www.mdpi.com/journal/ctn,"clinical neuroscience, basic neuroscience, translational neuroscience, general neuroradiology, neurovasular diseases, endovascular neurointervention",MDPI AG,Switzerland,RC321-571,Medicine: Internal medicine: Neurosciences. Biological psychiatry. Neuropsychiatry
Clinical and Translational Radiation Oncology,https://www.journals.elsevier.com/clinical-and-translational-radiation-oncology,"radiation oncology, radiotherapy, oncology, cancer",Elsevier,Netherlands,R895-920|RC254-282,Medicine: Medicine (General): Medical physics. Medical radiology. Nuclear medicine | Medicine: Internal medicine: Neoplasms. Tumors. Oncology. Including cancer and carcinogens
Clinical and Translational Science,http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1752-8062,"translational medicine, precision medicine, translational studies, quantitative pharmacology",Wiley,United Kingdom,RM1-950|RA1-1270,Medicine: Therapeutics. Pharmacology | Medicine: Public aspects of medicine
Clinical Cardiology,https://onlinelibrary.wiley.com/journal/19328737,"cardiovascular medicine, cardiovascular surgery, preventive cardiology",Wiley,United States,RD1-811|RC666-701,Medicine: Surgery | Medicine: Internal medicine: Specialties of internal medicine: Diseases of the circulatory (Cardiovascular) system
Clinical Case Reports,http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)2050-0904,"nursing, dentistry, veterinary science, medicine",Wiley,United Kingdom,R|R5-920,Medicine: Medicine (General)
Clinical Complementary Medicine and Pharmacology,https://www.journals.elsevier.com/clinical-complementary-medicine-and-pharmacology,"complementary and integrative medicine, ethnic medicines, pharmacology, evidence-based clinical research, natural compound, traditional medicine",Elsevier,Netherlands,RZ201-999|RM1-950,Medicine: Other systems of medicine | Medicine: Therapeutics. Pharmacology
Clinical Dermatology Review,https://www.cdriadvlkn.org/,"dermatology, venereology, dermatopathology, leprosy, pediatric dermatology",Wolters Kluwer Medknow Publications,India,RL1-803,Medicine: Dermatology
Clinical Diabetes and Endocrinology,http://www.clindiabetesendo.com/,"diabetes, endocrinology, endocrine disease",BMC,United Kingdom,RC648-665,Medicine: Internal medicine: Specialties of internal medicine: Diseases of the endocrine glands. Clinical endocrinology
Clinical eHealth,http://www.keaipublishing.com/en/journals/clinical-ehealth/,"clinical trial, community health, public health care, health information, remote treatment, ehealth","KeAi Communications Co., Ltd.",China,R,Medicine
